https://www.loom.com/share/4a8a0f4e3562441096a7630e9bfde3a7	CC_P3_1.3_GitHub
https://www.loom.com/share/9af0d5a3ffa94eb1a447a085f7ce3074	CC_P3_1.4_Trigger_Dev
https://www.loom.com/share/b0f3ae220551440385277c9429bf857b	CC_P3_1.5_Secrets_Management
https://www.loom.com/share/62ee531babec42439011b0008aefccc3	CC_P3_1.6_Masterclass_Scheduled_Research_Agent
https://www.loom.com/share/a7467455a7424d3f9797f3a339d4306a	CC_P3_1.7_Masterclass_Webhook_Report_Generator
https://www.loom.com/share/bd7a44286768421ea4f11b6a9721fb86	CC_P3_1.8_Error_Handling
https://www.loom.com/share/632365290dd84d19b46ffabd635e272e	CC_P3_1.9_Your_Challenge
https://www.loom.com/share/9bab7fe97c9b44629dd8be88d596259d	CC_P3_1.10_Wrap_Up
https://www.loom.com/share/33002bba1f7847d7822afe17161d6d52	CC_P4_1.1_Intro_Building_Frontends
https://www.loom.com/share/d71e3a15b2754f19be1b798b1fabc8d4	CC_P4_1.2_Mental_Model_to_Building_Apps
https://www.loom.com/share/eda572f9775543d7aa7b32c937cae594	CC_P4_1.3_Frontend_Tips
https://www.loom.com/share/e269cb89f12747bd99ff643e7224f7ba	CC_P4_1.4_AI_Lead_Qualifier_App
https://www.loom.com/share/b5555329b6a644ab82086732514cb538	CC_P4_1.5_Authentication_Security_Audit
https://www.loom.com/share/67557f9e98314908a20c5403e213b97f	CC_P4_1.6_Stripe_Payments
https://www.loom.com/share/90f1f2c85f74461da6752f7ed164d08b	CC_P4_1.7_Frontend_for_n8n_Workflow
https://www.loom.com/share/70f29b2e6df64cc8a67b597f2550a32a	CC_P4_1.8_Wrap_Up
https://www.loom.com/share/18e8cdf1cc64401a958e2b28a24afa15	BP_Intro_It_All_Starts_with_Portfolio
https://www.loom.com/share/6ba579bdbfa3488e8c14829d451997d8	BP_Intro_Why_You_Dont_Need_a_Niche_Yet
https://www.loom.com/share/869bcc6cecef440cb9bd917535a51677	BP_Intro_What_Businesses_Pay_For
https://www.loom.com/share/b9014fecdcc14620a623a1bd25aedf40	BP_Intro_Path_to_Client_Ready_Portfolio
https://www.loom.com/share/aae1366aca1f4d28bd736f2a54a47679	BP_Intro_What_a_Client_Ready_Portfolio_Looks_Like
